"cbsa_code","state_code","county_code","site_number","date_local","parameter_code","units_of_measure","sample_duration","aqi","arithmetic_mean","marathon"
"16980","17","031","0052","2007-10-07","88101","Micrograms/cubic meter (LC)","24 HOUR",73,21,"Chicago"
"16980","17","031","0052","2007-10-07","88101","Micrograms/cubic meter (LC)","24 HOUR",73,21,"Chicago"
"16980","17","031","0052","2007-10-07","88101","Micrograms/cubic meter (LC)","24 HOUR",73,21,"Chicago"
"16980","17","031","0052","2007-10-07","88101","Micrograms/cubic meter (LC)","24 HOUR",73,21,"Chicago"
"16980","17","031","0052","2007-10-07","88101","Micrograms/cubic meter (LC)","24 HOUR",73,21,"Chicago"
"16980","17","031","0052","2007-10-07","88101","Micrograms/cubic meter (LC)","24 HOUR",73,21,"Chicago"
"16980","17","031","0052","2007-10-07","88101","Micrograms/cubic meter (LC)","24 HOUR",73,21,"Chicago"
"16980","18","089","0022","2007-10-07","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",73,21,"Chicago"
"16980","18","089","0022","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,21.0625,"Chicago"
"16980","17","043","4002","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,16.352941,"Chicago"
"16980","17","031","0001","2007-10-07","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",61,14.3,"Chicago"
"16980","17","031","0001","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,14.379167,"Chicago"
"16980","17","031","6006","2007-10-07","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",69,18.7,"Chicago"
"16980","17","031","6006","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,18.716667,"Chicago"
"16980","17","031","4201","2007-10-07","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",72,20.4,"Chicago"
"16980","17","031","4201","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,20.454167,"Chicago"
"16980","17","111","0001","2007-10-07","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",62,14.8,"Chicago"
"16980","17","111","0001","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,14.879167,"Chicago"
"16980","17","031","0022","2007-10-07","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",70,19.2,"Chicago"
"16980","17","031","0022","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,19.208333,"Chicago"
"16980","17","031","0057","2007-10-07","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",71,19.6,"Chicago"
"16980","17","031","0057","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,19.670833,"Chicago"
"16980","17","031","0076","2007-10-07","88502","Micrograms/cubic meter (LC)","24-HR BLK AVG",68,18.4,"Chicago"
"16980","17","031","0076","2007-10-07","88502","Micrograms/cubic meter (LC)","1 HOUR",NA,18.4875,"Chicago"
"16980","18","089","2010","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.5,"Chicago"
"16980","18","089","2010","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.5,"Chicago"
"16980","18","089","2010","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.5,"Chicago"
"16980","18","089","2010","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.5,"Chicago"
"16980","18","089","2010","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.5,"Chicago"
"16980","18","089","2010","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.5,"Chicago"
"16980","18","089","2010","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.5,"Chicago"
"16980","18","089","2010","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.5,"Chicago"
"16980","17","031","0001","2008-10-12","44201","Parts per million","1 HOUR",NA,0.025917,"Chicago"
"16980","17","031","0032","2008-10-12","44201","Parts per million","1 HOUR",NA,0.028792,"Chicago"
"16980","17","031","0064","2008-10-12","44201","Parts per million","1 HOUR",NA,0.027,"Chicago"
"16980","17","031","0001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.029083,"Chicago"
"16980","17","031","0032","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",44,0.028542,"Chicago"
"16980","17","031","0064","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.028417,"Chicago"
"16980","17","031","0001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.029083,"Chicago"
"16980","17","031","0032","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",44,0.028542,"Chicago"
"16980","17","031","0064","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.028417,"Chicago"
"16980","17","031","0001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.034353,"Chicago"
"16980","17","031","0032","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",44,0.033235,"Chicago"
"16980","17","031","0064","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.033471,"Chicago"
"16980","17","031","1601","2008-10-12","44201","Parts per million","1 HOUR",NA,0.0375,"Chicago"
"16980","17","031","0076","2008-10-12","44201","Parts per million","1 HOUR",NA,0.027042,"Chicago"
"16980","17","031","1003","2008-10-12","44201","Parts per million","1 HOUR",NA,0.023458,"Chicago"
"16980","17","031","4002","2008-10-12","44201","Parts per million","1 HOUR",NA,0.019125,"Chicago"
"16980","55","059","0019","2008-10-12","44201","Parts per million","1 HOUR",NA,0.037,"Chicago"
"16980","17","031","1601","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",45,0.038208,"Chicago"
"16980","17","031","0076","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.029,"Chicago"
"16980","17","031","1003","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",44,0.025458,"Chicago"
"16980","17","031","4002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.020167,"Chicago"
"16980","55","059","0019","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",71,0.035667,"Chicago"
"16980","17","031","1601","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",45,0.038208,"Chicago"
"16980","17","031","0076","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.029,"Chicago"
"16980","17","031","1003","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",44,0.025458,"Chicago"
"16980","17","031","4002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.020167,"Chicago"
"16980","55","059","0019","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",71,0.035667,"Chicago"
"16980","17","031","1601","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",45,0.042118,"Chicago"
"16980","17","031","0076","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.032235,"Chicago"
"16980","17","031","1003","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",44,0.030882,"Chicago"
"16980","17","031","4002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.024235,"Chicago"
"16980","55","059","0019","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",71,0.042588,"Chicago"
"16980","17","031","4007","2008-10-12","44201","Parts per million","1 HOUR",NA,0.022708,"Chicago"
"16980","17","097","1002","2008-10-12","44201","Parts per million","1 HOUR",NA,0.0285,"Chicago"
"16980","17","043","6001","2008-10-12","44201","Parts per million","1 HOUR",NA,0.01725,"Chicago"
"16980","17","031","4201","2008-10-12","44201","Parts per million","1 HOUR",NA,0.027583,"Chicago"
"16980","17","097","1007","2008-10-12","44201","Parts per million","1 HOUR",NA,0.034208,"Chicago"
"16980","17","197","1011","2008-10-12","44201","Parts per million","1 HOUR",NA,0.0295,"Chicago"
"16980","17","111","0001","2008-10-12","44201","Parts per million","1 HOUR",NA,0.027667,"Chicago"
"16980","17","031","0072","2008-10-12","44201","Parts per million","1 HOUR",NA,0.029208,"Chicago"
"16980","17","089","0005","2008-10-12","44201","Parts per million","1 HOUR",NA,0.021125,"Chicago"
"16980","17","031","7002","2008-10-12","44201","Parts per million","1 HOUR",NA,0.027333,"Chicago"
"16980","17","031","4007","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.02425,"Chicago"
"16980","17","097","1002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",45,0.028125,"Chicago"
"16980","17","043","6001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",32,0.018917,"Chicago"
"16980","17","031","4201","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",49,0.029708,"Chicago"
"16980","17","097","1007","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",61,0.032625,"Chicago"
"16980","17","197","1011","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.029708,"Chicago"
"16980","17","111","0001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",47,0.028667,"Chicago"
"16980","17","031","0072","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.030042,"Chicago"
"16980","17","089","0005","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.023333,"Chicago"
"16980","17","031","7002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.027167,"Chicago"
"16980","17","031","4007","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.02425,"Chicago"
"16980","17","097","1002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",45,0.028125,"Chicago"
"16980","17","043","6001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",32,0.018917,"Chicago"
"16980","17","031","4201","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",49,0.029708,"Chicago"
"16980","17","097","1007","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",61,0.032625,"Chicago"
"16980","17","197","1011","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.029708,"Chicago"
"16980","17","111","0001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",47,0.028667,"Chicago"
"16980","17","031","0072","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.030042,"Chicago"
"16980","17","089","0005","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.023333,"Chicago"
"16980","17","031","7002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.027167,"Chicago"
"16980","17","031","4007","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",43,0.030412,"Chicago"
"16980","17","097","1002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",45,0.035176,"Chicago"
"16980","17","043","6001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",32,0.023471,"Chicago"
"16980","17","031","4201","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",49,0.036941,"Chicago"
"16980","17","097","1007","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",61,0.039765,"Chicago"
"16980","17","197","1011","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.032412,"Chicago"
"16980","17","111","0001","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",47,0.035833,"Chicago"
"16980","17","031","0072","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",41,0.034059,"Chicago"
"16980","17","089","0005","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",37,0.027765,"Chicago"
"16980","17","031","7002","2008-10-12","44201","Parts per million","8-HR RUN AVG BEGIN HOUR",42,0.032059,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0031","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,11.7,"Chicago"
"16980","18","089","0027","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,12,"Chicago"
"16980","55","059","0019","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.2,"Chicago"
"16980","18","127","0024","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0031","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,11.7,"Chicago"
"16980","18","089","0027","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,12,"Chicago"
"16980","55","059","0019","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.2,"Chicago"
"16980","18","127","0024","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0031","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,11.7,"Chicago"
"16980","18","089","0027","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,12,"Chicago"
"16980","55","059","0019","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.2,"Chicago"
"16980","18","127","0024","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0031","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,11.7,"Chicago"
"16980","18","089","0027","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,12,"Chicago"
"16980","55","059","0019","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.2,"Chicago"
"16980","18","127","0024","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0031","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,11.7,"Chicago"
"16980","18","089","0027","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,12,"Chicago"
"16980","55","059","0019","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.2,"Chicago"
"16980","18","127","0024","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0031","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,11.7,"Chicago"
"16980","18","089","0027","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,12,"Chicago"
"16980","55","059","0019","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.2,"Chicago"
"16980","18","127","0024","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0031","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,11.7,"Chicago"
"16980","18","089","0027","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,12,"Chicago"
"16980","55","059","0019","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.2,"Chicago"
"16980","18","127","0024","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0022","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0026","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",64,15.9,"Chicago"
"16980","18","089","0031","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,11.7,"Chicago"
"16980","18","089","0027","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",56,12,"Chicago"
"16980","55","059","0019","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.2,"Chicago"
"16980","18","127","0024","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",55,11.2,"Chicago"
"16980","17","031","4007","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",69,18.7,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","4201","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,14.8,"Chicago"
"16980","17","031","3103","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",70,19.1,"Chicago"
"16980","17","031","3301","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",63,15.8,"Chicago"
"16980","17","031","2001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",51,9.3,"Chicago"
"16980","17","111","0001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.3,"Chicago"
"16980","17","031","0050","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.4,"Chicago"
"16980","17","031","0052","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",72,20.6,"Chicago"
"16980","17","031","0057","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,15.2,"Chicago"
"16980","17","031","0076","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",60,14.1,"Chicago"
"16980","17","031","6005","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",67,17.7,"Chicago"
"16980","17","031","4007","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",69,18.7,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","4201","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,14.8,"Chicago"
"16980","17","031","3103","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",70,19.1,"Chicago"
"16980","17","031","3301","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",63,15.8,"Chicago"
"16980","17","031","2001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",51,9.3,"Chicago"
"16980","17","111","0001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.3,"Chicago"
"16980","17","031","0050","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.4,"Chicago"
"16980","17","031","0052","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",72,20.6,"Chicago"
"16980","17","031","0057","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,15.2,"Chicago"
"16980","17","031","0076","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",60,14.1,"Chicago"
"16980","17","031","6005","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",67,17.7,"Chicago"
"16980","17","031","4007","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",69,18.7,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","4201","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,14.8,"Chicago"
"16980","17","031","3103","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",70,19.1,"Chicago"
"16980","17","031","3301","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",63,15.8,"Chicago"
"16980","17","031","2001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",51,9.3,"Chicago"
"16980","17","111","0001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.3,"Chicago"
"16980","17","031","0050","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.4,"Chicago"
"16980","17","031","0052","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",72,20.6,"Chicago"
"16980","17","031","0057","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,15.2,"Chicago"
"16980","17","031","0076","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",60,14.1,"Chicago"
"16980","17","031","6005","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",67,17.7,"Chicago"
"16980","17","031","4007","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",69,18.7,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","4201","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,14.8,"Chicago"
"16980","17","031","3103","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",70,19.1,"Chicago"
"16980","17","031","3301","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",63,15.8,"Chicago"
"16980","17","031","2001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",51,9.3,"Chicago"
"16980","17","111","0001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.3,"Chicago"
"16980","17","031","0050","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.4,"Chicago"
"16980","17","031","0052","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",72,20.6,"Chicago"
"16980","17","031","0057","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,15.2,"Chicago"
"16980","17","031","0076","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",60,14.1,"Chicago"
"16980","17","031","6005","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",67,17.7,"Chicago"
"16980","17","031","4007","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",69,18.7,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","4201","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,14.8,"Chicago"
"16980","17","031","3103","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",70,19.1,"Chicago"
"16980","17","031","3301","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",63,15.8,"Chicago"
"16980","17","031","2001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",51,9.3,"Chicago"
"16980","17","111","0001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.3,"Chicago"
"16980","17","031","0050","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.4,"Chicago"
"16980","17","031","0052","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",72,20.6,"Chicago"
"16980","17","031","0057","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,15.2,"Chicago"
"16980","17","031","0076","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",60,14.1,"Chicago"
"16980","17","031","6005","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",67,17.7,"Chicago"
"16980","17","031","4007","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",69,18.7,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","4201","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,14.8,"Chicago"
"16980","17","031","3103","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",70,19.1,"Chicago"
"16980","17","031","3301","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",63,15.8,"Chicago"
"16980","17","031","2001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",51,9.3,"Chicago"
"16980","17","111","0001","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",68,18.3,"Chicago"
"16980","17","031","0050","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.4,"Chicago"
"16980","17","031","0052","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",72,20.6,"Chicago"
"16980","17","031","0057","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",62,15.2,"Chicago"
"16980","17","031","0076","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",60,14.1,"Chicago"
"16980","17","031","6005","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",67,17.7,"Chicago"
"16980","17","031","4007","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",69,18.7,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
"16980","17","031","1016","2008-10-12","88101","Micrograms/cubic meter (LC)","24 HOUR",65,16.6,"Chicago"
